UNIT_CODE,DATE,OPE_SCH_DY,ARR_PUN_DY,ARR_DY,DEP_PUN_DY,DEP_DY,DEP_PUN_WK,ARR_PUN_WK,OPE_SCH_WK,ARR_PUNCTUAL_FLIGHTS_DY,DEP_PUNCTUAL_FLIGHTS_DY,ARR_SCHED_FLIGHTS_DY,DEP_SCHED_FLIGHTS_DY,MISSING_SCHED_FLIGHTS_DY,DEP_NO_OVERFLIGHTS_DY
NM Area,2019-03-20,0.969030724597155,0.862227324913892,28182,0.828601859817295,28240,0.754741753217828,0.797200952168764,0.96732867161547,21028,20227,24388,24411,886,27723
NM Area,2019-03-21,0.970075744709759,0.825135092180547,29027,0.778667406555947,29084,0.765614746414175,0.809737261519711,0.968113139003587,20767,19645,25168,25229,881,28560
NM Area,2019-03-22,0.969647412834434,0.780150992071019,30219,0.720982397445158,30169,0.769798933114485,0.816592120149836,0.968431860323752,20564,18964,26359,26303,928,29646
NM Area,2019-03-23,0.969787502629918,0.846823939351132,23582,0.786467156032373,23568,0.779232203807312,0.827158683705845,0.968660590206818,17984,16714,21237,21252,718,23047
NM Area,2019-03-24,0.971831508628688,0.837986516110353,26652,0.78505367464905,26706,0.781582234315168,0.830346671670498,0.969352393881707,20260,19014,24177,24220,759,26186
NM Area,2019-03-25,0.959410102680725,0.779701397712834,28424,0.733909510912856,28321,0.772948051566675,0.821588412879277,0.968028391972629,19636,18427,25184,25108,1178,27844
NM Area,2019-03-26,0.96907734251686,0.863228979949143,27533,0.823688818477445,27530,0.778539549232005,0.826658924821996,0.968343593297729,20708,19757,23989,23986,862,27014
NM Area,2019-03-27,0.972561403508772,0.869625633480464,28162,0.823824886674562,28223,0.77787613213354,0.827736806931564,0.968856278967791,21278,20173,24468,24487,782,27718
NM Area,2019-03-28,0.972616701773459,0.825471698113207,29100,0.779020150138285,29161,0.777928820034453,0.827785656520669,0.969237594076975,20825,19717,25228,25310,806,28628
NM Area,2019-03-29,0.972675086107922,0.8145860016575,30182,0.762883875348978,30170,0.784361118751792,0.833084546534839,0.969708254475149,21624,20221,26546,26506,833,29652
NM Area,2019-03-30,0.969170844901173,0.842125023465365,23841,0.78897836876112,23935,0.784676122240094,0.832504388531305,0.969632628121897,17944,16851,21308,21358,744,23389
NM Area,2019-03-31,0.958326055821427,0.782323009735967,27888,0.737064498126445,27992,0.777672383191439,0.824437040575017,0.967699430019639,19526,18490,24959,25086,1193,27434
NM Area,2019-04-01,0.961757449231353,0.810198405340256,30936,0.765721697239207,30893,0.782141171323639,0.828718516340661,0.967962166552881,21847,20663,26965,26985,1209,30405
NM Area,2019-04-02,0.962603788271925,0.845238095238095,30167,0.810913224706328,30214,0.780793995071598,0.826488484503838,0.966998158379374,22294,21400,26376,26390,1153,29679
NM Area,2019-04-03,0.958819057273188,0.836335334667556,30760,0.803194840813906,30773,0.778278541675998,0.822060505483169,0.964981881340926,22566,21671,26982,26981,1300,30268
NM Area,2019-04-04,0.965070422535211,0.783032649185596,31320,0.742587257011561,31362,0.772759717803292,0.815663811919033,0.963921246217897,21441,20361,27382,27419,1116,30834
NM Area,2019-04-05,0.963982854852139,0.767436823104693,31934,0.716648531011969,31808,0.765689893227863,0.808468008278656,0.962666881360909,21258,19758,27700,27570,1168,31261
NM Area,2019-04-06,0.951342281879195,0.821106316202432,26046,0.759839252173153,26038,0.762246077982152,0.806137312130056,0.960512532734755,18837,17395,22941,22893,1305,25515
NM Area,2019-04-07,0.9514784443159,0.800384630480003,28476,0.746547936607563,28478,0.763506231970827,0.808573371413029,0.959567012422997,20393,19031,25479,25492,1426,27963
NM Area,2019-04-08,0.944576430134417,0.799647979627757,30686,0.753520071899341,30677,0.761726692432229,0.807036276373779,0.957014206104811,21353,20122,26703,26704,1773,30217
NM Area,2019-04-09,0.939638843288294,0.827450374604155,30206,0.787029530978575,30249,0.758214730766708,0.80441990157362,0.953665520660544,21426,20388,25894,25905,1912,29764
NM Area,2019-04-10,0.937829840456362,0.822102729939084,31190,0.780021054214603,31223,0.754744469577886,0.802280328200862,0.950524109014675,21863,20747,26594,26598,2038,30743
NM Area,2019-04-11,0.944547744721689,0.803537796816721,31926,0.755015063560879,31982,0.756612567167453,0.805356653325292,0.947484079494939,21759,20550,27079,27218,1849,31495
NM Area,2019-04-12,0.971074008572885,0.758324715615305,32922,0.706111340774425,32921,0.754631795385067,0.80364725095264,0.948632619289664,21999,20497,29010,29028,965,32396
NM Area,2019-04-13,0.967438701837158,0.758021336956087,27564,0.702998363077414,27558,0.747037506989548,0.795345182091223,0.950689056271795,18971,17608,25027,25047,911,27067
NM Area,2019-04-14,0.970132593695034,0.768867924528302,29231,0.712935749097809,29188,0.742212307675887,0.790851942253152,0.953188577849874,20701,19163,26924,26879,883,28681
NM Area,2019-04-15,0.967165605095541,0.763662843619151,30866,0.723506673473853,30825,0.737879923656411,0.785630316022405,0.956434231090757,20974,19840,27465,27422,1031,30369
NM Area,2019-04-16,0.966093461575828,0.814752061448097,30301,0.770997819384916,30332,0.735801684411251,0.783990077282702,0.960220148011691,21639,20507,26559,26598,1047,29832
NM Area,2019-04-17,0.967200251098556,0.776818381384458,31266,0.736917221693625,31308,0.729756540275858,0.777603539673488,0.964599379081077,21232,20137,27332,27326,1045,30815
NM Area,2019-04-18,0.97101628021707,0.778099735279387,32040,0.719716748328028,32011,0.724667693326536,0.773985525907784,0.968630732869217,21751,20124,27954,27961,940,31492
NM Area,2019-04-19,0.971397358228225,0.80180483786415,29867,0.75100206031092,29851,0.731274743518794,0.78035506232477,0.968640350877193,21413,20048,26706,26695,864,29343
NM Area,2019-04-20,0.972282548680384,0.818509956604615,26900,0.770094898207478,26912,0.740155381014082,0.788349493861842,0.969261248940326,20182,18989,24657,24658,753,26414
NM Area,2019-04-21,0.971409410186721,0.837709014030367,28060,0.791761221585445,28024,0.751262998301716,0.798037367158039,0.969426595564265,21793,20585,26015,25999,810,27521
NM Area,2019-04-22,0.968777876895629,0.827904913305483,29816,0.786807661021962,29821,0.760509547301686,0.807442879230373,0.969669844607683,22394,21280,27049,27046,945,29322
NM Area,2019-04-23,0.970516515185103,0.808824061674328,31092,0.759755745049863,31158,0.758909271406536,0.806610370338739,0.970317360662006,22347,21027,27629,27676,931,30646
NM Area,2019-04-24,0.970916309553819,0.782558682914555,31294,0.735157682764572,31307,0.758592236110815,0.807383311416235,0.970876216836626,21770,20444,27819,27809,923,30813
NM Area,2019-04-25,0.971755066839155,0.761899739857977,32066,0.715497896213183,32104,0.757838250983265,0.804859787278105,0.97098951126559,21673,20406,28446,28520,917,31549
NM Area,2019-04-26,0.952973218338629,0.765337261917289,32049,0.704238210611328,32033,0.750771608995357,0.799362521301887,0.968157734087022,21819,20056,28509,28479,1554,31491
NM Area,2019-04-27,0.961146272855134,0.777192635121758,27859,0.708369659982563,27850,0.742664982203048,0.79395140571093,0.966714845595797,19628,17875,25255,25234,1105,27335
NM Area,2019-04-28,0.953888326860947,0.81100566468035,29735,0.75106649014416,29728,0.737205401237784,0.790435294669425,0.964303720883332,22048,20423,27186,27192,1413,29230
NM Area,2019-04-29,0.954849084611578,0.774026807357764,31354,0.725708177445216,31364,0.72858142246405,0.782794873921699,0.962300731464791,21713,20367,28052,28065,1460,30876
NM Area,2019-04-30,0.955527479469362,0.804627818577702,30854,0.75672973673492,30783,0.72804800682246,0.782131791811358,0.960149959605312,21803,20437,27097,27007,1408,30252
NM Area,2019-05-01,0.951900723617432,0.833548828719197,29467,0.780155568203377,29574,0.734207658290193,0.789154322184436,0.957440982791116,21919,20561,26296,26355,1469,29072
NM Area,2019-05-02,0.954444747943792,0.80632565404139,31937,0.753825446302068,31936,0.739914149577045,0.795761048665554,0.954875372244028,22715,21282,28171,28232,1501,31448
NM Area,2019-05-03,0.967703491836491,0.772264760932448,32987,0.72778364385708,32979,0.743360982846159,0.796685157906833,0.957116833914043,22693,21367,29385,29359,1084,32480
NM Area,2019-05-04,0.967946937074594,0.776257124025898,28323,0.731483631297887,28371,0.746360360735634,0.79650484425461,0.958011510778315,20022,18903,25793,25842,923,27873
NM Area,2019-05-05,0.966438224556459,0.729258266309205,30715,0.682355046528275,30658,0.736421161825726,0.784700859578044,0.959773286531085,20401,19065,27975,27940,1048,30178
NM Area,2019-05-06,0.967806841046278,0.790628046233115,32218,0.747106804238706,32216,0.739560445241776,0.787128892013585,0.96168151739205,22710,21433,28724,28688,1056,31746
NM Area,2019-05-07,0.970243767483324,0.823933439546822,32101,0.791595804988662,32052,0.744723592272914,0.790034380155096,0.963809917764119,23272,22342,28245,28224,968,31563
NM Area,2019-05-08,0.963744170964455,0.742141488682324,31662,0.711092186502023,31685,0.735146360457481,0.777340071966979,0.965422365317125,20918,20040,28186,28182,1174,31207
NM Area,2019-05-09,0.931804411051866,0.649919672849423,31122,0.60365101255716,31256,0.713947157399037,0.755334805003679,0.962087843500901,17800,16633,27388,27554,2251,30757
NM Area,2019-05-10,0.96844003606853,0.721878449342743,33875,0.671506169527897,33820,0.70542766007317,0.747701418902389,0.962220652709852,21582,20027,29897,29824,1085,33294
NM Area,2019-05-11,0.967906283575365,0.790756042937679,28482,0.745455248704262,28432,0.707269725780319,0.749629418326856,0.962216893152145,20479,19273,25898,25854,926,27927
NM Area,2019-05-12,0.971603278268664,0.77717834960071,30870,0.738980642869828,30851,0.715356701156855,0.756479215115539,0.962933522802966,21897,20806,28175,28155,887,30349
NM Area,2019-05-13,0.97053600987149,0.770633991877194,32691,0.738202595256944,32672,0.714101378742774,0.753585344665546,0.963344635773331,22390,21447,29054,29053,979,32248
NM Area,2019-05-14,0.969906326829116,0.814160243771285,31607,0.780669678066968,31614,0.712420362718557,0.752072592916796,0.963284299142605,22711,21776,27895,27894,967,31166
NM Area,2019-05-15,0.969249091519834,0.815457302023835,32138,0.780993337798301,32171,0.72250041941404,0.762636714479659,0.964084173009491,23128,22156,28362,28369,1007,31740
NM Area,2019-05-16,0.967675562844789,0.802877947295423,32875,0.762647934113087,32921,0.74489388882437,0.784076397756926,0.969329087612224,23155,22039,28840,28898,1084,32451
NM Area,2019-05-17,0.970556552962298,0.760817472271669,32922,0.706406303528606,32890,0.75029000116507,0.790053485686501,0.969647036877473,22225,20620,29212,29190,984,32436
NM Area,2019-05-18,0.970527045769764,0.831227367285615,28485,0.773938529173576,28444,0.754028052053269,0.795373070847004,0.969982854960069,21577,20069,25958,25931,850,27990
NM Area,2019-05-19,0.962080622528384,0.791638231385367,30596,0.730289860278007,30619,0.752824887410232,0.797445755267242,0.968658160864431,22040,20332,27841,27841,1189,30167
NM Area,2019-05-20,0.960465600905004,0.738800803157239,32754,0.688489383075271,32719,0.745553118908382,0.792800795963329,0.9671618902412,21341,19876,28886,28869,1328,32263
NM Area,2019-05-21,0.948195773218076,0.825339103240118,31222,0.783631676409716,31267,0.745904932388794,0.794321407135373,0.964043611391352,22696,21582,27499,27541,1684,30823
NM Area,2019-05-22,0.967957914873266,0.838160551416835,32832,0.797422949677869,32847,0.748361550371856,0.797671632091469,0.963869345625372,24077,22898,28726,28715,1072,32384
NM Area,2019-05-23,0.96955992346495,0.825975709606987,33819,0.770182955859348,33943,0.749520236160269,0.80111328342636,0.964170883407126,24211,22648,29312,29406,1050,33444
NM Area,2019-05-24,0.968401961062147,0.761696099103848,34718,0.698004288306119,34640,0.747993636024932,0.801016245832788,0.963891587628686,23119,21160,30352,30315,1115,34172
NM Area,2019-05-25,0.967207651547972,0.767727714264365,29493,0.704387472905299,29448,0.738770086991401,0.792614177809431,0.963493398295607,20549,18848,26766,26758,984,29023
NM Area,2019-05-26,0.968968968968969,0.817376133984647,31462,0.755159048849471,31430,0.742293113866652,0.796294723802578,0.964441658380528,23426,21627,28660,28639,992,30976
NM Area,2019-05-27,0.965943004271754,0.809803057523474,33385,0.767606588490476,33415,0.753743528474711,0.806549278941917,0.965238877605144,23890,22649,29501,29506,1164,33014
NM Area,2019-05-28,0.966139685006425,0.820071957379091,32824,0.775895517217488,32768,0.752834994189066,0.805927120060527,0.967747615427892,23705,22397,28906,28866,1133,32328
NM Area,2019-05-29,0.965466842437095,0.795718798306338,34088,0.746692633134108,34150,0.745636388681176,0.799877001795774,0.9673778965295,23679,22238,29758,29782,1205,33689
NM Area,2019-05-30,0.966618066946115,0.807998030388295,32166,0.74859943977591,32291,0.74248861312282,0.797237801111797,0.966946978518974,22973,21380,28432,28560,1099,31823
NM Area,2019-05-31,0.968009021574621,0.817719531756595,33076,0.757639836289222,33106,0.75138881304268,0.805577079732173,0.966879680868094,23960,22214,29301,29320,1078,32619
NM Area,2019-06-01,0.964676601040237,0.777376219732562,30641,0.692452081002057,30705,0.749535518045618,0.806728049528255,0.966540336145299,21510,19183,27670,27703,1107,30232
NM Area,2019-06-02,0.966175195143105,0.709192567012005,34021,0.637760992182604,33889,0.732139531692591,0.790692885823124,0.96615634611049,21563,19335,30405,30317,1170,33420
NM Area,2019-06-03,0.961714558579815,0.706244703735089,34683,0.647338433989907,34722,0.714351831552691,0.775315129122513,0.965518553597402,21669,19883,30682,30715,1363,34238
NM Area,2019-06-04,0.967567100066307,0.78268539475436,34080,0.738589073476046,34086,0.709272697326991,0.770117115544956,0.965730029865814,23515,22185,30044,30037,1125,33562
NM Area,2019-06-05,0.96562438211451,0.776690391459075,34764,0.718937644341801,34723,0.705303389027938,0.767398807049429,0.965752878412015,23571,21791,30348,30310,1217,34186
NM Area,2019-06-06,0.964481026785714,0.748833110291477,34970,0.69256021061527,35114,0.697517318531905,0.759157671208636,0.965445746961523,22942,21308,30637,30767,1273,34567
NM Area,2019-06-07,0.96330150808289,0.649289399550533,36093,0.592966573816156,36080,0.673559054298835,0.734618859962437,0.964768671621754,20513,18733,31593,31592,1353,35515
NM Area,2019-06-08,0.966016224512168,0.674054666477836,31454,0.599829624108189,31387,0.661287049752019,0.720966440673168,0.964943082526254,19038,16899,28244,28173,1085,30842
NM Area,2019-06-09,0.970798479087453,0.778688247045678,32446,0.714488828706838,32441,0.672108708213741,0.730738436903369,0.965559352140822,22997,21106,29533,29540,960,31915
NM Area,2019-06-10,0.963650359219979,0.711138189961797,34317,0.654458021804288,34310,0.673175823133125,0.731480383179211,0.9658474674051,21593,19870,30364,30361,1275,33801
NM Area,2019-06-11,0.969113382323957,0.738747266377256,34897,0.690671885192433,34911,0.666419114203677,0.725255019966313,0.966078864586499,22633,21176,30637,30660,1097,34420
NM Area,2019-06-12,0.960268004852763,0.705623218450376,35274,0.651006928705562,35344,0.656664103519688,0.715027373985275,0.965282296180807,21784,20107,30872,30886,1441,34827
NM Area,2019-06-13,0.968476121133673,0.732807750759878,36400,0.680483100951658,36434,0.655014776288403,0.712799597795392,0.965881423697346,23145,21523,31584,31629,1169,35914
NM Area,2019-06-14,0.968521641371557,0.695388694252438,36738,0.63004229530964,36724,0.660505046235635,0.719632532864919,0.966668698319823,22032,19961,31683,31682,1176,36183
NM Area,2019-06-15,0.966912786925762,0.6960083667422,31813,0.616620768989438,31801,0.662615662114362,0.722489899605358,0.966785237703156,19965,17689,28685,28687,1071,31298
NM Area,2019-06-16,0.967827019506681,0.729002153625269,33939,0.65714939074189,33898,0.654692423875142,0.715681840435304,0.966398439798044,22341,20116,30646,30611,1110,33391
NM Area,2019-06-17,0.970133741760796,0.784793692010513,35921,0.722111459223393,35947,0.664599497575943,0.72644028819673,0.967331570936474,24783,22818,31579,31599,1092,35471
NM Area,2019-06-18,0.96929996089167,0.798422294785167,35195,0.736653193209377,35185,0.671214106166587,0.735003241040837,0.967360297030099,24696,22781,30931,30925,1099,34699
NM Area,2019-06-19,0.965600482800241,0.690435730546026,35651,0.621027992432744,35677,0.666863905325444,0.732770218727028,0.968132188848065,21534,19368,31189,31187,1254,35200
NM Area,2019-06-20,0.96597487711633,0.693517575140091,35844,0.621294442855781,35899,0.658236339075887,0.727060304181454,0.967764675724173,21782,19554,31408,31473,1246,35374
NM Area,2019-06-21,0.968862471370924,0.705242583777308,36061,0.635095124102306,36064,0.658969615687,0.72850077951878,0.967812804993152,22371,20163,31721,31748,1142,35534
NM Area,2019-06-22,0.965600222133095,0.642457128943615,31814,0.56977229997911,31787,0.652740850345641,0.721370991985126,0.967641803031824,18470,16365,28749,28722,1115,31298
NM Area,2019-06-23,0.966980043834352,0.69689675362696,34088,0.629489603024575,34031,0.648819429036314,0.716811745616428,0.967524077046549,21424,19314,30742,30682,1145,33531
NM Area,2019-06-24,0.968385932286824,0.722910216718266,35840,0.656967937389548,35887,0.639311539794386,0.707783025407359,0.96726764926586,22883,20818,31654,31688,1156,35410
NM Area,2019-06-25,0.969810163632816,0.774052243372951,35267,0.711269871918646,35272,0.635736515001801,0.704336982125537,0.967341682779868,24032,22102,31047,31074,1083,34790
NM Area,2019-06-26,0.967330284525016,0.715369656007906,35783,0.641775340369225,35823,0.638726643598616,0.707934911024145,0.967594579311064,22439,20128,31367,31363,1193,35324
NM Area,2019-06-27,0.969498213619154,0.668849391955098,36863,0.599956405306097,36878,0.635523089732326,0.704251207729469,0.968116949809573,21450,19267,32070,32114,1144,36362
NM Area,2019-06-28,0.969214493520233,0.684702182759896,37198,0.606690945003395,37177,0.631300878259075,0.701199183729622,0.968173264746719,22209,19658,32436,32402,1164,36646
NM Area,2019-06-29,0.967053504144687,0.694918144611187,32653,0.596186049690715,32571,0.634685063865608,0.708081011361349,0.968356714778104,20375,17445,29320,29261,1093,32082
NM Area,2019-06-30,0.968022018556877,0.655746699803118,34586,0.568238932920936,34627,0.625993422855577,0.702243725928261,0.968498951284182,20317,17637,30983,31038,1127,34116
NM Area,2019-07-01,0.960680814391899,0.637269745142569,36116,0.565864111937476,36177,0.61279819530194,0.689846387151882,0.96736898632214,20204,17956,31704,31732,1460,35672
NM Area,2019-07-02,0.964904535923187,0.731430955896514,35491,0.65831779306797,35452,0.605291034281227,0.683825342184318,0.966671529450729,22787,20475,31154,31102,1272,34972
NM Area,2019-07-03,0.968070892978869,0.730684887970761,35967,0.661768906096284,36016,0.608190363204964,0.68603855210558,0.966778966447978,22991,20853,31465,31511,1171,35504
NM Area,2019-07-04,0.97036443732479,0.767001149460996,36850,0.694324768310448,36887,0.622067493810104,0.700439222626123,0.966906287687105,24689,22401,32189,32263,1110,36345
NM Area,2019-07-05,0.96860628937505,0.718957055214724,37042,0.634933316944257,36977,0.626245733632871,0.705516942779664,0.966814307632236,23438,20662,32600,32542,1181,36438
NM Area,2019-07-06,0.964864701982764,0.702760517469695,32577,0.610897588517397,32535,0.628196312201431,0.706562633798839,0.966527840223384,20697,17961,29451,29401,1166,32020
NM Area,2019-07-07,0.964143426294821,0.65180941283097,34138,0.588402703664176,34154,0.631069111321718,0.706028971506947,0.96599131121643,20137,18194,30894,30921,1251,33638
NM Area,2019-07-08,0.965768113581453,0.714429424709211,36037,0.653544049264798,36063,0.643750455439773,0.717174569485751,0.966738498645737,22726,20801,31810,31828,1261,35576
NM Area,2019-07-09,0.968948757117067,0.761790028270367,35393,0.694119537275064,35373,0.64882551710947,0.721477473045546,0.967316536455241,23713,21601,31128,31120,1118,34887
NM Area,2019-07-10,0.962616059030141,0.769540873460246,35785,0.70240567394013,35870,0.654611261031289,0.72700579500016,0.966523951598224,24052,21986,31255,31301,1373,35354
NM Area,2019-07-11,0.96985221146367,0.740736119775421,36713,0.661580228421644,36689,0.64978394681487,0.72314072208688,0.966445716819906,23748,21201,32060,32046,1124,36159
NM Area,2019-07-12,0.963984694833168,0.662927284027346,36563,0.588397875842365,36570,0.64295898874864,0.714907349002185,0.965759017043203,21333,18947,32180,32201,1346,36027
NM Area,2019-07-13,0.967096580683863,0.701436180972288,32782,0.621036297395763,32775,0.644295424562108,0.714716264287247,0.966053221577,20806,18410,29662,29644,1097,32243
NM Area,2019-07-14,0.970130392325809,0.703276523083862,34328,0.630336643879788,34290,0.650206249543696,0.721964642638751,0.96687970267411,21829,19548,31039,31012,1040,33778
NM Area,2019-07-15,0.968606577410857,0.743059694469713,36135,0.673145042475157,36156,0.653059641920401,0.726126011049119,0.967293922787664,23688,21474,31879,31901,1156,35667
NM Area,2019-07-16,0.970697195064204,0.79960719920152,35358,0.733917751708134,35341,0.658677606750238,0.73147480537023,0.967542068856163,24835,22772,31059,31028,1052,34849
NM Area,2019-07-17,0.969017743629429,0.786246363374788,35605,0.708073341653067,35581,0.659476088970847,0.733863240219385,0.968472906403941,24593,22128,31279,31251,1121,35061
NM Area,2019-07-18,0.972141754879931,0.790052306824944,36423,0.71764963412346,36498,0.667662032280894,0.741047825590686,0.968807434340863,25224,22949,31927,31978,1029,35908
NM Area,2019-07-19,0.970596133190118,0.745961866377306,36740,0.675124701800043,36728,0.680411335928906,0.753245093564582,0.969789962625527,24061,21791,32255,32277,1095,36145
NM Area,2019-07-20,0.967384135739553,0.682059071729958,32840,0.590609694308394,32837,0.676309734674872,0.750633379438792,0.969827946461619,20206,17485,29625,29605,1088,32270
NM Area,2019-07-21,0.970514120202752,0.74968533161207,34130,0.66778740462951,34048,0.681616827722266,0.757210890876631,0.969880382203167,23229,20656,30985,30932,1018,33507
NM Area,2019-07-22,0.97014843169113,0.790986840029034,35735,0.718757889421863,35743,0.688232255587199,0.764163661872706,0.970106525697128,25064,22776,31687,31688,1084,35229
NM Area,2019-07-23,0.97074631879514,0.77175177763413,35163,0.69946396280031,35192,0.683341030365937,0.760203568391115,0.970113114668947,23878,21661,30940,30968,1045,34677
NM Area,2019-07-24,0.959467300306689,0.755910337042412,35205,0.674953246920745,35242,0.678612298706411,0.755864740138446,0.96873202071214,23437,20933,31005,31014,1467,34726
NM Area,2019-07-25,0.960691695849282,0.701734840044565,35826,0.617800881168975,35962,0.664087546380594,0.743052241271706,0.967044782323693,22045,19491,31415,31549,1448,35389
NM Area,2019-07-26,0.950524456812587,0.625126167045168,36202,0.54536535966328,36090,0.645188746520669,0.725419923537341,0.964050015979546,19819,17233,31704,31599,1849,35523
NM Area,2019-07-27,0.95199666478068,0.595436039549762,32512,0.507588705818008,32527,0.634085085989198,0.713829419491623,0.961990556511258,17404,14849,29229,29254,1612,31969
NM Area,2019-07-28,0.959842925934419,0.636039076953036,34102,0.559726740403383,34032,0.618734202903898,0.697648887638324,0.960519078858218,19597,17206,30811,30740,1401,33487
NM Area,2019-07-29,0.966343646196503,0.728252847745869,35720,0.645391889725918,35742,0.607926257055552,0.688383448390662,0.959971317026532,22696,20133,31165,31195,1226,35201
NM Area,2019-07-30,0.971037060105886,0.767096648732741,34837,0.697837294510554,34831,0.607640430728242,0.687685895745734,0.959995052250627,23668,21522,30854,30841,1023,34298
NM Area,2019-07-31,0.968768202368735,0.732977732078018,35477,0.654295554768725,35449,0.604689125760133,0.684422951562421,0.961334083895257,22811,20327,31121,31067,1126,34927
NM Area,2019-08-01,0.971087969306659,0.721586237429637,35914,0.640233144297417,36015,0.607990352806372,0.687338919013792,0.962851614347624,22818,20321,31622,31740,1055,35435
NM Area,2019-08-02,0.968006135809571,0.675375121385835,35960,0.605744207192801,35907,0.616790476629908,0.694677586803553,0.965454713219159,21560,19319,31923,31893,1168,35339
NM Area,2019-08-03,0.968691729323308,0.701706072004299,32784,0.618442292171106,32731,0.631723845828039,0.708991494532199,0.967702542018832,20894,18390,29776,29736,1041,32209
NM Area,2019-08-04,0.970507286264739,0.751870002579314,34056,0.665612903225806,34037,0.646731533254856,0.725442230672669,0.969195180335124,23320,20634,31016,31000,1018,33499
NM Area,2019-08-05,0.971582267785726,0.779384015095788,34958,0.712560695118835,34994,0.656394630045822,0.732791307984686,0.969956873576586,24369,22306,31267,31304,1009,34497
NM Area,2019-08-06,0.970181043663472,0.754691601049869,34193,0.684958016268696,34190,0.654519675179995,0.730991459680947,0.9698339714894,23003,20883,30480,30488,1036,33707
NM Area,2019-08-07,0.962866691422206,0.685786270532033,34258,0.613217448343719,34216,0.648739216527964,0.724329089851647,0.968998707432669,20959,18697,30562,30490,1300,33709
NM Area,2019-08-08,0.968656385221347,0.725346477610985,35365,0.649928172386273,35459,0.650160010359052,0.724877119486561,0.968638022020979,22662,20359,31243,31325,1130,34922
NM Area,2019-08-09,0.967311486190267,0.647703024978034,35884,0.579206677963974,35849,0.646254318737888,0.720811055815588,0.968534814495079,20641,18457,31868,31866,1193,35303
NM Area,2019-08-10,0.965519312789091,0.652160743134087,32690,0.577797998180164,32662,0.640682686702507,0.714006143938413,0.968104813591893,19377,17145,29712,29673,1148,32146
NM Area,2019-08-11,0.969098189415042,0.706548178899231,33934,0.630747266296765,33905,0.635686338064038,0.707503530664691,0.967906533530974,21785,19439,30833,30819,1065,33399
NM Area,2019-08-12,0.964737844499216,0.675414143356083,34922,0.608100746627359,34918,0.620550521615061,0.69245554799057,0.966915145547318,21079,18977,31209,31207,1259,34445
NM Area,2019-08-13,0.968929213386972,0.796121576180993,34439,0.728687481648233,34454,0.626803560600099,0.698372659193365,0.966740900889185,24386,22335,30631,30651,1089,33960
NM Area,2019-08-14,0.970889928422476,0.791975507573316,34994,0.718143596377749,34944,0.641764567289258,0.713563267228878,0.96788821513314,24575,22205,31030,30920,1033,34453
NM Area,2019-08-15,0.96996336996337,0.809710610932476,34907,0.735380866888946,34965,0.654080840205614,0.72568085293207,0.968075029575215,25182,22938,31100,31192,1066,34424
NM Area,2019-08-16,0.970286376427744,0.79335214800878,35692,0.718940936863544,35703,0.674674295327137,0.747136156743144,0.968514607317698,25300,22945,31890,31915,1077,35169
NM Area,2019-08-17,0.971749190889568,0.759885193314199,32665,0.67215937869323,32684,0.687618748237557,0.761927436803077,0.969356415478615,22504,19906,29615,29615,934,32127
NM Area,2019-08-18,0.96833886283034,0.728629187524066,34445,0.654041377537908,34394,0.690884834832062,0.765019225531876,0.969247967479675,22707,20359,31164,31128,1107,33857
NM Area,2019-08-19,0.969102677583536,0.763686391093962,35543,0.696651595156037,35565,0.703627768972762,0.777709180876208,0.969880055833279,24147,22033,31619,31627,1117,35035
NM Area,2019-08-20,0.973024122930908,0.807386162224872,34992,0.737070908739615,34993,0.704871442301944,0.77935056036128,0.970466084011005,25054,22889,31031,31054,955,34447
NM Area,2019-08-21,0.970529359430605,0.785200575355602,35448,0.719100403665022,35442,0.705026521848952,0.77839176129056,0.970414464399089,24565,22446,31285,31214,1060,34908
NM Area,2019-08-22,0.971793204357015,0.787183345874091,36409,0.713834511226468,36467,0.701982785051091,0.775217391304348,0.970683436604088,25108,22827,31896,31978,1041,35865
NM Area,2019-08-23,0.971955799313755,0.780660523223452,36562,0.707394006865201,36543,0.700310112215864,0.773379980634671,0.970929906279814,25245,22875,32338,32337,1038,35975
NM Area,2019-08-24,0.969642965021446,0.768996239710017,32644,0.692229558151346,32671,0.70302869700694,0.774614808180871,0.970650592559046,22700,20445,29519,29535,1005,32101
NM Area,2019-08-25,0.968338638905618,0.760941463571268,34356,0.685071508918528,34303,0.707443114319656,0.779217752512213,0.97065144176797,23698,21316,31143,31115,1104,33765
NM Area,2019-08-26,0.969301611665388,0.774477724641329,35872,0.705776854823485,35879,0.708759673994932,0.780772251547973,0.970678443871422,24616,22431,31784,31782,1120,35364
NM Area,2019-08-27,0.963391722384926,0.745377047078806,35385,0.678734914689971,35404,0.700469890510949,0.771964885384728,0.969294324259599,23258,21203,31203,31239,1325,34869
NM Area,2019-08-28,0.969795895972786,0.77553839392227,35886,0.699018744496163,35880,0.697613999326606,0.770598488192703,0.969190196953279,24704,22226,31854,31796,1101,35351
NM Area,2019-08-29,0.971555603171202,0.752995819786345,36803,0.678499706491179,36850,0.692448142580085,0.765613075553294,0.969159369109261,24318,21961,32295,32367,1062,36274
NM Area,2019-08-30,0.96504591538829,0.767176281257737,36963,0.696851369778108,36936,0.690897856448374,0.76363182045341,0.968134095407328,24789,22486,32312,32268,1317,36361
